TID,BOOK_NAME,CODE,TITLE,FILENAME,I_DATE,PPT,SUMMARY,GUEST_SPEAKER
1157,"ROMANS","RO08","Romans 4:13-25","Romans_04b","10/13/13 10:00:00",1,,0
1158,"ROMANS","RO09","Romans 5:1-9","Romans_05a","10/20/13 10:00:00",1,,0
1159,"EZEKIEL","EZ10","Ezekiel 21-22","Ezekiel_21-22","10/23/13 19:00:00",1,,0
1160,"CHUCK BRIGGS","OT37","Chuck Briggs","Chuck_Briggs_John_05b","10/27/13 10:00:00",0,,1
1161,"EZEKIEL","EZ11","Ezekiel 23-24","Ezekiel_23-24","10/30/13 19:00:00",1,,0
1162,"ROMANS","RO10","Romans 5:10-21","Romans_05b","11/03/13 10:00:00",1,,0
1163,"EZEKIEL","EZ12","Ezekiel 25-27","Ezekiel_25-27","11/06/13 19:00:00",1,,0
1164,"ROMANS","RO11","Romans 6:1-10","Romans_06a","11/10/13 10:00:00",1,,0
1165,"EZEKIEL","EZ13","Ezekiel 28-29","Ezekiel_28-29","11/13/13 19:00:00",1,,0
1166,"ROMANS","RO12","Romans 6:11-23","Romans_06b","11/17/13 10:00:00",1,,0
1167,"EZEKIEL","EZ14","Ezekiel 30-32","Ezekiel_30-32","11/20/13 19:00:00",1,,0
1168,"MICAH GARBARINO","OT38","Micah Garbarino","1_Kings_19","11/27/13 19:00:00",0,,1
1169,"ROMANS","RO13","Romans 7:1-12","Romans_07a","12/01/13 10:00:00",1,,0
1170,"DAN ADAMS","OT39","Dan Adams","Acts_04b-05","12/04/13 19:00:00",0,,1
1171,"ROMANS","RO14","Romans 7:13-25","Romans_07b","12/08/13 10:00:00",1,,0
1172,"EZEKIEL","EZ15","Ezekiel 33-34","Ezekiel_33-34","12/11/13 19:00:00",1,,0
1173,"ROMANS","RO15","Romans 8:1-11","Romans_08a","12/15/13 10:00:00",1,,0
1174,"EZEKIEL","EZ16","Ezekiel 35-37","Ezekiel_35-37","12/18/13 19:00:00",1,,0
1175,"SEASONAL TOPICS","TP55","Christmas 2013:  The Seed of A Woman","Christmas_2013_The_Seed_of_a_Woman","12/22/13 10:00:00",1,,0
1176,"ROMANS","RO16","Romans 8:12-17","Romans_08b","12/29/13 10:00:00",1,,0
1177,"ROMANS","RO17","Romans 8:18-26","Romans_08c","01/05/14 10:00:00",1,,0
1178,"EZEKIEL","EZ17","Ezekiel 38-39","Ezekiel_38-39","01/08/14 19:00:00",1,,0
1179,"ROMANS","RO18","Romans 8:27-39","Romans_08d","01/12/14 10:00:00",1,,0
1180,"EZEKIEL","EZ18","Ezekiel 40-42","Ezekiel_40-42","01/15/14 19:00:00",1,,0
1181,"ROMANS","RO19","Romans 9:1-21","Romans_09a","01/19/14 10:00:00",1,,0
1182,"EZEKIEL","EZ19","Ezekiel 43-45","Ezekiel_43-45","01/22/14 19:00:00",1,,0
1183,"ROMANS","RO20","Romans 9:22-10:13","Romans_09b-10a","01/26/14 10:00:00",1,,0
1184,"EZEKIEL","EZ20","Ezekiel 46-48","Ezekiel_46-48","01/29/14 19:00:00",1,,0
1185,"ROMANS","RO21","Romans 10:14-11:10","Romans_10b-11a","02/02/14 10:00:00",1,,0
1186,"DON MCCLURE","OT44","Don McClure","Don_McClure","02/09/14 10:00:00",0,,1
1187,"DON MCCLURE","OT40","Don McClure - Ephesians 5:18-21","Don_McClure_Marriage_Talk_1","02/08/14 09:00:00",0,,1
1188,"DON MCCLURE","OT41","Don McClure - Ephesians 5:22-24","Don_McClure_Marriage_Talk_2","02/08/14 11:00:00",0,,1
1189,"DON MCCLURE","OT42","Don McClure - Ephesians 5:25-31","Don_McClure_Marriage_Talk_3","02/08/14 13:00:00",0,,1
1190,"JEAN MCCLURE","OT43","Jean McClure","Jean_McClure","02/08/14 15:00:00",0,,1
1191,"ROMANS","RO22","Romans 11:11-36","Romans_11b","02/16/14 10:00:00",1,,0
1192,"JOSHUA","JS02","Joshua 2-3","Joshua_02-03","02/19/14 19:00:00",1,,0
1193,"ROMANS","RO23","Romans 12:1-2","Romans_12a","02/23/14 10:00:00",1,,0
1194,"JOSHUA","JS03","Joshua 4-5","Joshua_04-05","02/26/14 19:00:00",1,,0
1195,"JOSHUA","JS04","Joshua 6-7","Joshua_06-07","03/05/14 19:00:00",1,,0
1196,"ROMANS","RO24","Romans 12:3-8","Romans_12b","03/09/14 10:00:00",1,"Pastor Ken continues teaching through Romans chapter 12, explaining service and spiritual gifts.",0
1197,"JOSHUA","JS05","Joshua 8-9","Joshua_08-09","03/12/14 19:00:00",1,,0
1198,"ROMANS","RO25","Romans 12:9-21","Romans_12c","03/16/14 10:00:00",1,,0
1199,"ROMANS","RO26","Romans 13:1-7","Romans_13a","03/23/14 10:00:00",1,"Pastor Ken teaching Romans chapter 13, verses 1-7. A Christians role regarding civil authority",0
1200,"JOSHUA","JS06","Joshua 10-11","Joshua_10-11","03/19/14 19:00:00",1,,0
1201,"JOSHUA","JS07","Joshua 12-14","Joshua_12-14","03/26/14 10:00:00",1,,0
1202,"ROMANS","RO27","Romans 13:8-14","Romans_13b","03/30/14 10:00:00",1,"Pastor Ken continues teaching through Romans 13 verses 8-14: living in love",0
1203,"JOSHUA","JS08","Joshua 15-19","Joshua_15-19","04/02/14 19:00:00",1,,0
1204,"ROMANS","RO28","Romans 14:1-13","Romans_14a","04/06/14 10:00:00",1,,0
1205,"JOSHUA","JS09","Joshua 20-24","Joshua_20-24","04/09/14 19:00:00",1,,0
1206,"ROMANS","R029","Romans 14:14-15:6","Romans_14b-15a","04/13/14 10:00:00",1,,0
1207,,,"Afterglow service recording not available",,"04/16/14 19:00:00",0,,0
1208,"SEASONAL TOPICS","TP56","Good Friday 2014:  Service of Darkness","2014_Good_Friday-Service_of_Darkness","04/18/14 19:00:00",1,"An overview of the events of Jesus' life to the crucifixion ... and the hope to come with the resurrection.",0
1209,"SEASONAL TOPICS","TP57","Easter 2014:  ""Now What?""","2014_Easter_-_Now_What","04/20/14 10:00:00",1,"﻿Jesus died, was buried, rose on the third day (as it was written), and ascended to the right hand of the Father.  The next question is, ""Now what?""  Listen along as Pastor Ken explains the life God calls us to in scripture.",0
1210,"JUDGES","JD01","Judges 01-02","Judges_01-02","04/23/14 19:00:00",1,"﻿A Christian's responsibility to persevere and overcome in pursuing all God has promised us for the victorious Christian life.",0
1211,"ROMANS","RO30","Romans 15:7-33","Romans_15b","04/27/14 10:00:00",1,"Pastor Ken completes Romans 15, expounding on the depth of fellowship we are called to, being filled with hope, joy, peace and belief.",0
1212,"JUDGES","JD02","Judges 03-04","Judges_03-04","04/30/14 19:00:00",1,"Israel continues the cycle of rebellion and repentance.  Each time, God calls and sends a judge to deliver them.",0
1213,"JOHN VARGIS","OT45","Pastor John Vargis - Acts 20:18-38","Pastor_John_Vargis_Acts_20b","05/04/14 10:00:00",0,,1
1214,"JUDGES","JD03","Judges 05-07","Judges_05-07","05/07/14 19:00:00",1,,0
1215,"ROMANS","RO31","Romans 16","Romans_16","05/11/14 10:00:00",1,,0
1216,"JUDGES","JD04","Judges 08-10","Judges_08-10","05/14/14 19:00:00",1,,0
1217,"JAMES","JA01","James 01:1-8","James_01a","05/18/14 10:00:00",1,"Considering it ALL joy when we fall into various trials….may seem hard, but it is a choice that God calls us to.  Great exhortation and encouragement to choose to praise Him in the storm!",0
1218,"JUDGES","JD05","Judges 11-13","Judges_11-13","05/21/14 19:00:00",1,,0
1219,"JAMES","JA02","James 01:9-27
James 1:9-27","James_01b","05/25/14 10:00:00",1,"Continued qualities through trials and the exhortation to be doers of the word and not only hearers.",0
1220,"JUDGES","JD06","Judges 14-16","Judges_14-16","05/28/14 19:00:00",1,,0
1221,"JAMES","JA03","James 02:1-13","James_02a","06/01/14 10:00:00",1,"Love your neighbor as yourself….not easy, but obtainable through Christ!",0
1222,"JAMES","JA04","James 02:14-26","James_02b","06/08/14 10:00:00",1,,0
1223,"JUDGES","JD07","Judges 17-18","Judges_17-18","06/04/14 19:00:00",1,,0
1224,"JUDGES","JD08","Judges 19-21","Judges_19-21","06/11/14 19:00:00",1,,0
1225,"JAMES","JA05","James 03:1-12","James_03a","06/15/14 10:00:00",1,,0
1226,"DAN ADAMS","OT46","Dan Adams-Acts 06","Acts_06","06/18/14 19:00:00",0,,1
1227,"JAMES","JA06","James 03:13-4:6","James_03b-04a","06/22/14 10:00:00",1,,0
1228,"1 KINGS","1KG01","1 Kings 01-02","1_Kings_01-02","06/25/14 19:00:00",1,,0
1229,"JAMES","JA07","James 04:7-17","James_04b","06/29/14 10:00:00",1,,0
1230,"1 KINGS","1KG02","1 Kings 03-05","1_Kings_03-05","07/02/14 19:00:00",1,,0
1231,"DAN ADAMS","OT47","Dan Adams-Galatians 05","Galatians_05","07/06/14 10:00:00",0,,1
1232,"CHARLES REMPEL","OT48","Charles Rempel-The Tabernacle","The Tabernacle","07/09/14 19:00:00",1,"The Tabernacle points to Jesus Christ.",1
1233,"JAMES","JA08","James 05:1-8","James_05a","07/13/14 10:00:00",1,,0
1234,"1 KINGS","1KG03","1 Kings 06-08","1_Kings_06-08","07/16/14 19:00:00",1,,0
1235,"JAMES","JA09","James 05:9-20","James_05b","07/20/14 10:00:00",1,,0
1236,"1 KINGS","1KG04","1 Kings 09-11:13","1_Kings_09-11a","07/23/14 19:00:00",1,,0
1237,"1 CORINTHIANS","1CR01","1 Corinthians 01:1-9","1_Corinthians_01a","07/27/14 10:00:00",1,,0
1238,"1 KINGS","1KG05","1 Kings 11:14-13","1_Kings_11b-13","07/30/14 19:00:00",1,,0
1239,"1 CORINTHIANS","1CR02","1 Corinthians 01:10-31","1_Corinthians_01b","08/03/14 10:00:00",1,,0
1240,"1 KINGS","1KG06","1 Kings 14-16","1_Kings_14-16","08/06/14 19:00:00",1,,0
1241,"1 CORINTHIANS","1CR03","1 Corinthians 02:1-11","1_Corinthians_02a","08/10/14 10:00:00",1,,0
1242,"MICAH GARBARINO","OT49","Micah Garbarino - Psalm 80","Psalm_80","08/17/14 10:00:00",0,,1
1243,"DANIEL ADAMS","OT50","Daniel Adams-Matthew 06","Matthew_06","08/20/14 19:00:00",0,,1
1244,,,"Hope for Hurting Hearts movie recording not available",,"08/13/14 19:00:00",0,,0
1245,"1 CORINTHIANS","1CR04","1 Corinthians 02:12-03:04","1_Corinthians_02b-03a","08/24/14 10:00:00",1,,0
1246,"1 KINGS","1KG07","1 Kings 17-18","1_Kings_17-18","08/27/14 19:00:00",1,,0
1247,,,"Haiti Mission presentation recording not available",,"08/31/14 10:00:00",0,,0
1248,"1 KINGS","1KG08","1 Kings 19-20","1_Kings_19-20","09/03/14 19:00:00",1,,0
1249,"1 CORINTHIANS","1CR05","1 Corinthians 03:4-23","1_Corinthians_03b","09/07/14 10:00:00",1,,0
1250,"1 KINGS","1KG09","1 Kings 21-22","1_Kings_21-22","09/10/14 19:00:00",1,,0
1251,"1 CORINTHIANS","1CR06","1 Corinthians 04:1-8","1_Corinthians_04a","09/14/14 10:00:00",1,,0
1252,"CULTS-ISMS","TP58","Cults and Isms: Islam","2014_Cults and Isms-Islam","09/17/14 19:00:00",1,,0
1253,"1 CORINTHIANS","1CR07","1 Corinthians 04:9-21","1_Corinthians_04b","09/21/14 10:00:00",1,,0
1254,"CULTS-ISMS","TP59"," Cults and Isms: Mormonism","2014_Cults and Isms-Mormonism","09/24/14 19:00:00",1,,0
1255,"1 CORINTHIANS","1CR08","1 Corinthians 05:1-13","1_Corinthians_05","09/28/14 10:00:00",1,,0
1256,"CULTS-ISMS","TP60","Cults and Isms: The Watchtower","2014_Cults and Isms-The Watchtower","10/01/14 19:00:00",1,,0
1257,"1 CORINTHIANS","1CR09","1 Corinthians 06:1-11","1_Corinthians_06a","10/05/14 10:00:00",1,,0
1258,"CULTS-ISMS","TP61","Cults and Isms: Freemasonry","2014_Cults and Isms-Freemasonry","10/08/14 19:00:00",1,,0
1259,"GARY RICHARDSON","OT51","Gary Richardson-Romans 8:12-25","Romans_8b","10/12/14 10:00:00",1,,1
1260,"CULTS-ISMS","TP62","Cults and Isms: Wicca","2014_Cults and Isms-Wicca","10/15/14 19:00:00",1,,0
1261,"1 CORINTHIANS","1CR10","1 Corinthians 06:12-07:7","1_Corinthians_06b-07a","10/19/14 10:00:00",1,,0
1262,"CULTS-ISMS","TP63","Cults and Isms: 4 Unusual ""U's""","2014_Cults and Isms-4 Unusual U-s","10/22/14 19:00:00",1,,0
1263,"1 CORINTHIANS","1CR11","1 Corinthians 07:8-24","1_Corinthians_07b","10/26/14 10:00:00",1,,0
1264,"CULTS-ISMS","TP64","Cults and Isms: Word of Faith Movement","2014_Cults and Isms-Word of Faith Movement","10/29/14 19:00:00",1,,0
1265,"1 CORINTHIANS","1CR12","1 Corithians 07:25-40","1_Corinthians_07c","11/02/14 10:00:00",1,,0
1266,"CULTS-ISMS","TP65","Cults and Isms: Fringy, Fallacious, and False","2014_Cults and Isms-Fringy Fallacious and False","11/05/14 19:00:00",1,,0
1267,"1 CORINTHIANS","1CR13","1 Corinthians 08:1-13","1_Corinthians_08","11/09/14 10:00:00",1,,0
1268,"2 KINGS","2KG01","2 Kings 01-02","2_Kings_01-02","11/12/14 19:00:00",1,,0
1269,"1 CORINTHIANS","1CR14","1 Corinthians 09:1-18","1_Corinthians_09a","11/16/14 10:00:00",1,,0
1270,"2 KINGS","2KG02","2 Kings 03-04","2_Kings_03-04","11/19/14 19:00:00",1,,0
1271,"1 CORINTHIANS","1CR15","1 Corinthians 09:19-10:10","1_Corinthians_09b-10a","11/23/14 10:00:00",1,,0
1272,"2 KINGS","2KG03","2 Kings 05-07","2_Kings_05-07","11/26/14 19:00:00",1,,0
1273,"1 CORINTHIANS","1CR16","1 Corinthians 10:11-33","1_Corinthians_10b","11/30/14 10:00:00",1,,0
1274,"2 KINGS","2KG04","2 Kings 08-10","2_Kings_08-10","12/03/14 19:00:00",1,,0
1275,"1 CORINTHIANS","1CR17","1 Corinthians 11:1-16","1_Corinthians_11a","12/07/14 10:00:00",1,,0
1276,"2 KINGS","2KG05","2 Kings 11-13","2_Kings_11-13","12/10/14 19:00:00",1,,0
1277,"1 CORINTHIANS","1CR18","1 Corinthians 11:17-34","1_Corinthians_11b","12/14/14 10:00:00",1,"How can the Lord's Supper cause division among the Body of Christ? How to go about communion in a ""worthy manor"".",0
1278,"2 KINGS","2KG06","2 Kings 14-16","2_Kings_14-16","12/17/14 19:00:00",1,,0
1279,"SEASONAL TOPICS","TP66","Christmas 2014: Hallelujah or Humbug?","Christmas_2014_Hallelujah_or_Humbug","12/21/14 10:00:00",1,,0
1280,"SEASONAL TOPICS","TP67","Christmas Eve 2014","2014_Christmas_Eve_Service","12/24/14 18:00:00",1,,0
1281,"1 CORINTHIANS","1CR19","1 Corinthians 12:1-6","1_Corinthians_12a","12/28/14 10:00:00",1,,0
1282,,,"Service Cancelled",,"12/31/14 00:00:00",0,,0
1283,"1 CORINTHIANS","1CR20","1 Corinthians 12:7-11","1_Corinthians_12b","01/04/15 10:00:00",1,,0
1284,"2 KINGS","2KG07","2 Kings 17-19","2_Kings_17-19","01/07/15 19:00:00",1,,0
1285,"1 CORINTHIANS","1CR21","1 Corinthians 12:12-31","1_Corinthians_12c","01/11/15 10:00:00",1,,0
1286,"EMILY KREGER","OT52","Embracing The Treasure","Embracing_the_Treasure","01/14/15 19:00:00",1,,1
1287,"1 CORINTHIANS","1CR22","1 Corinthians 13:1-8a","1_Corinthians_13a","01/18/15 10:00:00",1,,0
1288,"2 KINGS","2KG08","2 Kings 20-22","2_Kings_20-22","01/18/15 19:00:00",1,,0
1289,"1 CORINTHIANS","1CR23","1 Corinthians 13:8b-14:1a","1_Corinthians_13b-14a","01/25/15 10:00:00",1,,0
1290,"DAN ADAMS","OT53","Dan Adams-Faith and Hope","Faith_and_Hope","01/28/15 19:00:00",0,,1
1291,"1 CORINTHIANS","1CR24","1 Corinthians 14:1-12","1_Corinthians_14a","02/01/15 10:00:00",1,,0
1292,"2 KINGS","2KG09","2 Kings 23-25","2_Kings_23-25","02/04/15 19:00:00",1,,0
1293,"1 CORINTHIANS","1CR25","1 Corinthians 14:13-40","1_Corinthians_14c","02/08/15 10:00:00",1,,0
1294,"LEVITICUS","LV01","Leviticus 1-2","Leviticus_01-02","02/11/15 07:00:00",1,,0
1295,"1 CORINTHIANS","1CR26","1 Corinthians 15:1-19","1_Corinthians_15a","02/15/15 10:00:00",1,,0
1296,"LEVITICUS","LV02","Leviticus 3-5","Leviticus_03-05","02/19/15 19:00:00",1,,0
1297,"1 CORINTHIANS","1CR27","1 Corinthians 15:20-38","1_Corinthians_15b","02/22/15 10:00:00",1,,0
1298,"LEVITICUS","LEV03","Leviticus 6-8","Leviticus_06-08","02/25/15 07:00:00",1,,0
1299,"1 CORINTHIANS","1CR28","1 Corinthians 15:39-58","1_Corinthians_15c","03/08/15 10:00:00",1,,0
1300,"JOSH BUTLER","OT54","The Who, What and Why Of The Great Commission","The_Who_What_and_Why_of_the_Great_Commission","03/11/15 19:00:00",1,,1
1301,"KENDALL RICHARDSON","OT55","Timothy-Induction","Timothy_Induction","03/15/15 10:00:00",0,,1
1302,"CHRISTIAN TRAINA","OT56","The Power Of No","The_Power_Of_No","03/18/15 19:00:00",0,,1
1303,"1 CORINTHIANS","1CR29","1 Corinthians 16","1_Corinthians_16","03/22/15 10:00:00",1,,0
1304,"MATTHEW","MT01","Matthew 1:1-17","Matthew_01a","03/29/15 10:00:00",1,,0
1305,"TOPICAL TEACHINGS","TP67","Why Did Jesus Have To Die?","2015_Easter_-_Why_Did_Jesus_Have_To_Die","04/05/15 10:00:00",1,,0
1306,"LEVITICUS","LEV04","Leviticus 9-10","Leviticus_09-10","04/15/15 19:00:00",1,,0
1307,"MATTHEW","MT02","Matthew 2:16-23","Matthew_02b","04/19/15 10:00:00",1,,0
1308,"MATTHEW","MT03","Matthew 3:1-9","Matthew_03a","04/26/15 10:00:00",1,,0
1309,"MATTHEW","MT04","Matthew 3:10-17","Matthew_03b","05/03/15 10:00:00",1,,0
1310,"LEVITICUS","LEV06","Leviticus 14-16","Leviticus_14-16","04/29/15 19:00:00",1,,0
1311,"LEVITICUS","LEV05","Leviticus 11-13","Leviticus_11-13","04/22/15 19:00:00",1,,0
1312,"MATTHEW","MT05","Matthew 4:1-11","Matthew_04a","05/10/15 10:00:00",1,,0
1313,"LEVITICUS","LEV06","Leviticus 17-19","Leviticus_17-19","05/14/15 19:00:00",1,,0
1314,"MATTHEW","MT06","Matthew 4:12-25","Matthew_04b","05/17/15 10:00:00",1,,0
1315,"LEVITICUS","LEV07","Leviticus 20-22","Leviticus_20-22","05/20/15 19:00:00",1,,0
1316,"MATTHEW","MT07","Matthew 5:1-16","Matthew_05a","05/24/15 10:00:00",1,,0
1317,"LEVITICUS","LEV08","Leviticus 23-24","Leviticus_23-24","05/27/15 19:00:00",1,,0
1318,"MATTHEW","MT08","Matthew 5:17-30","Matthew_05b","05/31/15 22:00:00",1,,0
1319,"LEVITICUS","LEV09","Leviticus 25-27","Leviticus_25-27","06/04/15 19:00:00",1,,0
1320,"MATTHEW","MT09","Matthew 5:31-48","Matthew_05c","06/08/15 10:00:00",1,,0
1321,"MATTHEW","MT10","Matthew 6:1-10","Matthew_06a","06/14/15 10:00:00",1,,0
1322,"MATTHEW","MT11","Matthew 6:11-21","Matthew_06b","06/21/15 10:00:00",1,,0
1323,"MATTHEW","MT12","Matthew 6:22-34","Matthew_06c","06/28/15 10:00:00",1,,0
1324,"CHUCK BRIGGS","OT57","John 6:1-9","Chuck_Briggs_John_6a","07/05/15 10:00:00",0,,1
1325,"GARY RICHARDSON","OT58","Identity","Identity","07/12/15 10:00:00",0,,1
1326,"MATTHEW","MT13","Matthew 7:1-12","Matthew_07a","07/19/15 10:00:00",1,,0
1327,"MATTHEW","MT14","Mattew 7:13-20","Matthew_07b","07/26/15 10:00:00",1,,0
1328,"MATTHEW","MT15","Matthew 7:21-29","Matthew_07c","08/02/15 10:00:00",1,,0
1329,"LARRY & HANNAH OVERTON","OT58","Larry & Hannah Overton","Larry & Hannah_Overton","08/09/15 10:00:00",0,,1
1330,"LARRY & HANNAH OVERTON","OT59","Hannah Overton","Hannah_Overton","08/08/15 10:00:00",1,,1
1331,"JUSTIN GERRY","JG03","Feast Or Famine","Feast_Or_Famine","08/16/15 10:00:00",0,,1
1332,"JUSTIN GERRY","JG04","Forget/Fruit","Forget_Fruit","08/23/15 10:00:00",0,,1
1333,"KENYA MISSION","OT60","2015 Kenya Mission Trip","Kenya_2015","08/30/15 10:00:00",0,,1
1334,"MATTHEW","MT16","Matthew 8:1-12","Matthew_08a","09/06/15 10:00:00",1,,0
1335,"JOSH KREGER","OT61","AVFL Testimony","AVFL_Testimony","09/09/15 19:00:00",0,,1
1336,"MATTHEW","MT17","Matthew 8:13-26","Matthew_08b","09/13/15 10:00:00",1,,0
1337,"SONG OF SOLOMON","SS01","Song Of Solomon 1-2","Song_Of_Solomon_1-2","09/16/15 19:00:00",1,,0
1338,"MATTHEW","MT18","Matthew 8:28-9:8","Matthew_08c-9a","09/20/15 10:00:00",1,,0
1339,"SONG OF SOLOMON","SS02","Song Of Solomon 3-5","Song_Of_Solomon_3-5","09/23/15 19:00:00",1,,0
1340,"MATTHEW","MT19","Matthew 9:9-26","Matthew_09b","09/27/15 10:00:00",1,,0
1341,"SONG OF SOLOMON","SS03","Song Of Solomon 6-8","Song_Of_Solomon_6-8","09/30/15 19:00:00",1,,0
1342,"MATTHEW","MT20","Matthew 9:29-10:4","Matthew_09c-10a","10/04/15 10:00:00",1,,0
1343,"MATTHEW","MT21","Matthew 10:5-23","Matthew_10b","10/11/15 10:00:00",1,,0
1344,"EZRA","ER01","Ezra 1-3","Ezra_1-3","10/14/15 19:00:00",1,,0
1345,"MATTHEW","MT22","Matthew 10:24-42","Matthew_10c","10/18/15 10:00:00",1,,0
1346,"EZRA","ER02","Ezra 4-6","Ezra_4-6","10/21/15 19:00:00",1,,0
1347,"MATTHEW","MT23","Matthew 11:1-19","Matthew_11a","10/25/15 10:00:00",1,,0
1348,"EZRA","ER03","Ezra 7-8","Ezra_7-8","10/29/15 19:00:00",1,,0
1349,"MATTHEW","MT24","Matthew 11:20-30","Matthew_11b","11/01/15 10:00:00",1,,0
1350,"EZRA","ER04","Ezra 9-10","Ezra_9-10","11/04/15 19:00:00",1,,0
1351,"MATTHEW","MT25","Matthew 12:1-13","Matthew_12a","11/08/15 10:00:00",1,,0
1352,"VARIOUS SPEAKERS","OT62","Calvary In My Life","CCOKC_25th_birthday","11/15/15 10:00:00",0,,1
1353,"TOPICAL TEACHINGS","TT68","Hermeneutics Part 1","Hermeneutics_part_1","11/11/15 19:00:00",1,,0
1354,"TOPICAL TEACHINGS","TT69","Hermeneutics Part 2","Hermeneutics_part_2","11/19/15 19:00:00",1,,0
1355,"MATTHEW","MT26","Matthew 12:13-42","Matthew_12b","11/22/15 10:00:00",1,,0
1356,"MATTHEW","MT27","Matthew 12:33-50","Matthew_12c","11/29/15 00:00:00",1,,0
1357,"TOPICAL TEACHINGS","TT70","Hermeneutics Part 3","Hermeneutics_part_3","12/02/15 19:00:00",1,,0
1358,"MATTHEW","MT28","Matthew 13:1-23","Matthew_13a","12/06/15 10:00:00",1,,0
1359,"TOPICAL TEACHINGS","TT71","Hermeneutics Part 4","Hermeneutics_part_4","12/09/15 19:00:00",1,,0
1360,"TOPICAL TEACHINGS","TT72","Hermeneutics Part 5","Hermeneutics_part_5","12/16/15 19:00:00",1,,0
1361,"TOPICAL TEACHINGS","TT73","2015 Christmas","2015_Christmas_The_Incarnation","12/20/15 10:00:00",1,,0
1362,"NUMBERS","NU01","Numbers 1-3","Numbers_1-3","12/30/15 19:00:00",1,,0
1363,"MATTHEW","MT29","Matthew 13:24-43","Matthew_13b","01/03/16 10:00:00",1,,0
1364,"NUMBERS","NU02","Numbers 4-6","Numbers_4-6","01/06/16 19:00:00",1,,0
1365,"MATTHEW","MT30","Matthew 13:44-58","Matthew_13c","01/10/16 10:00:00",1,,0
1366,"NUMBERS","NU03","Numbers 7-10","Numbers_7-10","01/13/16 19:00:00",1,,0
1367,"MATTHEW","MT31","Matthew 14:1-21","Matthew_14a","01/17/16 10:00:00",1,,0
1368,"NUMBERS","NU04","Numbers 11","Numbers_11","01/20/16 19:00:00",1,,0
1369,"MATTHEW","MT32","Matthew 14:22-36","Matthew_14b","01/24/16 10:00:00",1,,0
1370,"NUMBERS","NU05","Numbers 12-14","Numbers_12-14","01/27/16 19:00:00",1,,0
1371,"MATTHEW","MT33","Matthew 15:1-20","Matthew_15a","01/31/16 10:00:00",1,,0
1372,"NUMBERS","NU06","Numbers 15-17","Numbers_15-17","02/03/16 19:00:00",1,,0
1373,"MATTHEW","MT34","Matthew 15:21-39","Matthew_15b","02/07/16 10:00:00",1,,0
1374,"NUMBERS","NU07","Numbers 18-20","Numbers_18-20","02/11/16 19:00:00",1,,0
1375,"MATTHEW","MT35","Matthew 16:1-20","Matthew_16a","02/14/16 10:00:00",1,,0
1376,"NUMBERS","NU08","Numbers 21-22","Numbers_21-22","02/17/16 19:00:00",1,,0
1377,"MATTHEW","MT36","Matthew 16:21-28","Matthew_16b","02/21/16 10:00:00",1,,0
1378,"NUMBERS","NU09","Numbers 23-24","Numbers_23-24","02/24/16 19:00:00",1,,0
1379,"MATTHEW","MT37","Matthew 17:1-9","Matthew_17a","02/28/16 10:00:00",1,,0
1380,"NUMBERS","NU10","Numbers 25-28:15","Numbers_25-28a","03/02/16 19:00:00",1,,0
1381,"MATTHEW","MT38","Matthew 17:10-21","Matthew_17b","03/06/16 10:00:00",1,,0
1382,"NUMBERS","NU11","Numbers 28:16-30","Numbers_28b-31a","03/09/16 10:00:00",1,,0
1383,"MATTHEW","MT39","Matthew 17:22-18:10","Matthew_17c-18a","03/14/16 10:00:00",1,,0
1384,"NUMBERS","NU12","Numbers 31-33","Numbers_31-33","03/16/16 19:00:00",1,,0
1385,"MATTHEW","MT40","Matthew 18:11-20","Matthew_18b","03/20/16 10:00:00",1,,0
1386,"CHRISTIAN TRAINA","OT63","Koinonia","Koinonia","03/23/16 19:00:00",0,,1
1387,"TOPICAL TEACHINGS","TT74","I Will Rise Up","I_Will_Rise_Up","03/27/16 10:00:00",1,,0
1388,"NUMBERS","NU13","Numbers 34-36","Numbers_34-36","03/30/16 19:00:00",1,,0
1389,"MATTHEW","MT41","Matthew 18:21-35","Matthew_18c","04/03/16 10:00:00",1,,0
1390,"MATTHEW","MT42","Matthew 19:1-9","Matthew_19a","04/10/16 10:00:00",1,,0
1391,"ECCLESIASTES","EC01","Ecclesiastes 1-2","Ecclesiastes_01-02","04/13/16 19:00:00",1,,0
1392,"MATTHEW","MT43","Matthew 19:10-26","Matthew_19b","04/17/16 10:00:00",1,,0
1393,"ECCLESIASTES","EC02","Ecclesiastes 3-4","Ecclesiastes_03-04","04/20/16 19:00:00",1,,0
1394,"MATTHEW","MT44","Matthew 19:27-20:16","Matthew_19c-20a","04/24/16 10:00:00",1,,0
1395,"ECCLESIASTES","EC03","Ecclesiastes 5-7","Ecclesiastes_05-07","04/27/16 19:00:00",1,,0
1396,"MATTHEW","MT45","Matthew 20:17-34","Matthew_20b","05/01/16 10:00:00",1,,0
1397,"ECCLESIASTES","EC04","Ecclesiastes 8-10","Ecclesiastes_08-10","05/04/16 19:00:00",1,,0
1398,"MATTHEW","MT46","Matthew 21:1-17","Matthew_21a","05/08/16 10:00:00",1,,0
1399,"ECCLESIASTES","EC05","Ecclesiastes 11-12","Ecclesiastes_11-12","05/11/16 19:00:00",1,,0
1400,"MATTHEW","MT47","Matthew 21:18-32","Matthew_21b","05/15/16 10:00:00",1,,0
